,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
Activé,LRE-FRO-043,,Meule type Gruyère Bio,0,0,kg,21.28 €,La portion de 180g environ,0.180,1,3.83 €,21.28 €/kg,5,0.20,2.90 €,LRE17-meulegruyere.jpg,LRE17-meulegruyere.jpg,LRE17-meulegruyere.jpg,Meule type Gruyère Bio,Meule type Gruyère Bio,Meule type Gruyère Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Roussy,,,Direct Producteur,AB,La meule type gruyère est un fromage à base de lait cru de vache.,,,,0.180,,Meule type Gruyère Bio - Au Pas De Courses,Meule type Gruyère Bio - La Récolte - La portion de 180g environ - La meule type gruyère est un fromage à base de lait cru de vache.,,,
Activé,LRE-EPI-001,,Raifort,0,0,pièce,4.20 €,Le pot de 125g,0.125,1,4.20 €,4.2 €/pièce,5,0.20,3.18 €,LRE17-raifort.jpg,LRE17-raifort.jpg,LRE17-raifort.jpg,Raifort,Raifort,Raifort,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Demeter,,,,AB,,,,,0.125,,Raifort - Au Pas De Courses,Raifort - La Récolte - Le pot de 125g - ,,,
Activé,LRE-CRE-001,,Beurre à la Barrate Le Montsurais Demi-sel bio,0,0,pièce,4.90 €,Le beurre de 250g,0.250,1,4.90 €,4.9 €/pièce,5,0.20,3.72 €,LRE17-lemontsuraissel.jpg,LRE17-lemontsuraissel.jpg,LRE17-lemontsuraissel.jpg,Beurre à la Barrate Le Montsurais Demi-sel bio,Beurre à la Barrate Le Montsurais Demi-sel bio,Beurre à la Barrate Le Montsurais Demi-sel bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Le Montsurais,,,,AB,,,,,0.250,,Beurre à la Barrate Le Montsurais Demi-sel bio - Au Pas De Courses,Beurre à la Barrate Le Montsurais Demi-sel bio - La Récolte - Le beurre de 250g - ,,,
Activé,LRE-CRE-002,,Beurre à la Barrate Le Montsurais Doux bio,0,0,pièce,4.90 €,Le beurre de 250g,0.250,1,4.90 €,4.9 €/pièce,5,0.20,3.72 €,LRE17-Lemontsuraisdous.jpg,LRE17-Lemontsuraisdous.jpg,LRE17-Lemontsuraisdous.jpg,Beurre à la Barrate Le Montsurais Doux bio,Beurre à la Barrate Le Montsurais Doux bio,Beurre à la Barrate Le Montsurais Doux bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Le Montsurais,,,,AB,,,,,0.250,,Beurre à la Barrate Le Montsurais Doux bio - Au Pas De Courses,Beurre à la Barrate Le Montsurais Doux bio - La Récolte - Le beurre de 250g - ,,,
Activé,LRE-CRE-003,,Flan vanille nappé caramel Bio,0,0,pièce,3.30 €,Le pot de 50cl,,1,3.30 €,3.3 €/pièce,5,0.20,2.50 €,LRE17-flancaramel.jpg,LRE17-flancaramel.jpg,LRE17-flancaramel.jpg,Flan vanille nappé caramel Bio,Flan vanille nappé caramel Bio,Flan vanille nappé caramel Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Flan vanille nappé caramel Bio - Au Pas De Courses,Flan vanille nappé caramel Bio - La Récolte - Le pot de 50cl - ,,,
Activé,LRE-CRE-004,,Dessert chocolat Bio,0,0,pièce,3.30 €,Le pot de 50cl,,1,3.30 €,3.3 €/pièce,5,0.20,2.50 €,LRE17-flanchocolat.jpg,LRE17-flanchocolat.jpg,LRE17-flanchocolat.jpg,Dessert chocolat Bio,Dessert chocolat Bio,Dessert chocolat Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Dessert chocolat Bio - Au Pas De Courses,Dessert chocolat Bio - La Récolte - Le pot de 50cl - ,,,
Activé,LRE-CRE-005,,Dessert caramel Bio,0,0,pièce,3.30 €,Le pot de 50cl,,1,3.30 €,3.3 €/pièce,5,0.20,2.50 €,LRE17-dessertcaramel.jpg,LRE17-dessertcaramel.jpg,LRE17-dessertcaramel.jpg,Dessert caramel Bio,Dessert caramel Bio,Dessert caramel Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Dessert caramel Bio - Au Pas De Courses,Dessert caramel Bio - La Récolte - Le pot de 50cl - ,,,
0,LRE-CRE-006,,Crème fraiche épaisse non pasteurisé Bio,0,0,pièce,2.30 €,,,1,2.30 €,2.3 €/pièce,5,0.20,1.74 €,LRE17-cremesuniere.jpg,LRE17-cremesuniere.jpg,LRE17-cremesuniere.jpg,Crème fraiche épaisse non pasteurisé Bio,Crème fraiche épaisse non pasteurisé Bio,Crème fraiche épaisse non pasteurisé Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,Contient 45% de matière grasse,,,,0.000,,Crème fraiche épaisse non pasteurisé Bio - Au Pas De Courses,Crème fraiche épaisse non pasteurisé Bio - La Récolte -  - Contient 45% de matière grasse,,,
0,LRE-CRE-007,,Crème crue liquide Bio,0,0,pièce,3.65 €,,,1,3.65 €,3.65 €/pièce,5,0.20,2.77 €,,,,Crème crue liquide Bio,Crème crue liquide Bio,Crème crue liquide Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,,,,,AB,,,,,0.000,,Crème crue liquide Bio - Au Pas De Courses,Crème crue liquide Bio - La Récolte -  - ,,,
Activé,LRE-CRE-008,,Crème fraiche épaisse Bio,0,0,pièce,1.60 €,Le pot de 12cl,,1,1.60 €,1.6 €/pièce,5,0.20,1.21 €,LRE17-cremedurr.jpg,LRE17-cremedurr.jpg,LRE17-cremedurr.jpg,Crème fraiche épaisse Bio,Crème fraiche épaisse Bio,Crème fraiche épaisse Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Crème fraiche épaisse Bio - Au Pas De Courses,Crème fraiche épaisse Bio - La Récolte - Le pot de 12cl - ,,,
Activé,LRE-CRE-009,,Crème fraiche fluide Bio,0,0,pièce,5.20 €,Le pot de 50cl,,1,5.20 €,5.2 €/pièce,5,0.20,3.94 €,LRE17-cremefraichefluidedurr.jpg,LRE17-cremefraichefluidedurr.jpg,LRE17-cremefraichefluidedurr.jpg,Crème fraiche fluide Bio,Crème fraiche fluide Bio,Crème fraiche fluide Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Crème fraiche fluide Bio - Au Pas De Courses,Crème fraiche fluide Bio - La Récolte - Le pot de 50cl - ,,,
Activé,LRE-CRE-010,,Crème fraiche fluide légère Bio,0,0,pièce,3.90 €,Le pot de 50cl,,1,3.90 €,3.9 €/pièce,5,0.20,2.96 €,LRE17-cremefraichefluidelegeredurr.jpg,LRE17-cremefraichefluidelegeredurr.jpg,LRE17-cremefraichefluidelegeredurr.jpg,Crème fraiche fluide légère Bio,Crème fraiche fluide légère Bio,Crème fraiche fluide légère Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Crème fraiche fluide légère Bio - Au Pas De Courses,Crème fraiche fluide légère Bio - La Récolte - Le pot de 50cl - ,,,
Activé,LRE-CRE-011,,Crème fraiche épaisse Bio,0,0,pièce,2.40 €,Le pot de 20cl,,1,2.40 €,2.4 €/pièce,5,0.20,1.82 €,LRE17-cremefraicheepaissedurr.jpg,LRE17-cremefraicheepaissedurr.jpg,LRE17-cremefraicheepaissedurr.jpg,Crème fraiche épaisse Bio,Crème fraiche épaisse Bio,Crème fraiche épaisse Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Crème fraiche épaisse Bio - Au Pas De Courses,Crème fraiche épaisse Bio - La Récolte - Le pot de 20cl - ,,,
Activé,LRE-CRE-012,,Crème fluide Bio,0,0,pièce,2.20 €,Le pot de 15cl,,1,2.20 €,2.2 €/pièce,5,0.20,1.67 €,LRE17-cremefluidebiopastdurr.jpg,LRE17-cremefluidebiopastdurr.jpg,LRE17-cremefluidebiopastdurr.jpg,Crème fluide Bio,Crème fluide Bio,Crème fluide Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,"Beurre, Crème & Lait Bio",,Oui,Primeur/La Récolte/Crèmerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Beurre, Crème & Lait Bio",,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,Crème bio pasteurisée à 30% de matière grasse,,,,0.000,,Crème fluide Bio - Au Pas De Courses,Crème fluide Bio - La Récolte - Le pot de 15cl - Crème bio pasteurisée à 30% de matière grasse,,,
Activé,LRE-CRE-013,,Fromage blanc Bio,0,0,pièce,3.30 €,Le pot,,1,3.30 €,3.3 €/pièce,5,0.20,2.50 €,LRE17-fromageblancbio.jpg,LRE17-fromageblancbio.jpg,LRE17-fromageblancbio.jpg,Fromage blanc Bio,Fromage blanc Bio,Fromage blanc Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,Le fromage blanc bio contient 5% de matière grasse.,,,,0.000,,Fromage blanc Bio - Au Pas De Courses,Fromage blanc Bio - La Récolte - Le pot - Le fromage blanc bio contient 5% de matière grasse.,,,
Activé,LRE-CRE-014,,Yaourts natures au lait entier bio Bio,0,0,pièce,3.10 €,Le lot de 4 yaourts,,1,3.10 €,3.1 €/pièce,5,0.20,2.35 €,LRE17-yaourtentiernature.jpg,LRE17-yaourtentiernature.jpg,LRE17-yaourtentiernature.jpg,Yaourts natures au lait entier bio Bio,Yaourts natures au lait entier bio Bio,Yaourts natures au lait entier bio Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.000,,Yaourts natures au lait entier bio Bio - Au Pas De Courses,Yaourts natures au lait entier bio Bio - La Récolte - Le lot de 4 yaourts - ,,,
Activé,LRE-CRE-015,,Yaourt nature au lait entier 4% MG Bio,0,0,pièce,0.85 €,Le pot de 125g,0.125,1,0.85 €,0.85 €/pièce,5,0.20,0.64 €,LRE17-yaourtentierdurr125.jpg,LRE17-yaourtentierdurr125.jpg,LRE17-yaourtentierdurr125.jpg,Yaourt nature au lait entier 4% MG Bio,Yaourt nature au lait entier 4% MG Bio,Yaourt nature au lait entier 4% MG Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,Le yaourt nature au lait entier de la fromagerie Durr contient 4% de matière grasse.,,,,0.125,,Yaourt nature au lait entier 4% MG Bio - Au Pas De Courses,Yaourt nature au lait entier 4% MG Bio - La Récolte - Le pot de 125g - Le yaourt nature au lait entier de la fromagerie Durr contient 4% de matière grasse.,,,
Activé,LRE-CRE-016,,Yaourt au lait écrémé 0% MG Bio,0,0,pièce,0.85 €,Le pot de 125g,0.125,1,0.85 €,0.85 €/pièce,5,0.20,0.64 €,LRE17-yaourtecreme125.jpg,LRE17-yaourtecreme125.jpg,LRE17-yaourtecreme125.jpg,Yaourt au lait écrémé 0% MG Bio,Yaourt au lait écrémé 0% MG Bio,Yaourt au lait écrémé 0% MG Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,Le yaourt nature au lait écrémé de la fromagerie de Saunière contrient 0% de matière grasse,,,,0.125,,Yaourt au lait écrémé 0% MG Bio - Au Pas De Courses,Yaourt au lait écrémé 0% MG Bio - La Récolte - Le pot de 125g - Le yaourt nature au lait écrémé de la fromagerie de Saunière contrient 0% de matière grasse,,,
Activé,LRE-CRE-017,,"Yaourt nature au lait entier 3,5% MG Bio",0,0,pièce,0.85 €,Le pot de 125g,0.125,1,0.85 €,0.85 €/pièce,5,0.20,0.64 €,LRE17-yaourtlaitentier.jpg,LRE17-yaourtlaitentier.jpg,LRE17-yaourtlaitentier.jpg,"Yaourt nature au lait entier 3,5% MG Bio","Yaourt nature au lait entier 3,5% MG Bio","Yaourt nature au lait entier 3,5% MG Bio",apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,"Le yaourt nature au lait entier de la fromagerie de Saunière contrient 3,5% de matière grasse",,,,0.125,,"Yaourt nature au lait entier 3,5% MG Bio - Au Pas De Courses","Yaourt nature au lait entier 3,5% MG Bio - La Récolte - Le pot de 125g - Le yaourt nature au lait entier de la fromagerie de Saunière contrient 3,5% de matière ",,,
Activé,LRE-CRE-018,,"Yaourt nature demi écrémé 1,5% MG Bio",0,0,pièce,0.85 €,Le pot de 125g,0.125,1,0.85 €,0.85 €/pièce,5,0.20,0.64 €,LRE17-yaourtdemiecremesauni.jpg,LRE17-yaourtdemiecremesauni.jpg,LRE17-yaourtdemiecremesauni.jpg,"Yaourt nature demi écrémé 1,5% MG Bio","Yaourt nature demi écrémé 1,5% MG Bio","Yaourt nature demi écrémé 1,5% MG Bio",apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,"Le yaourt nature demi écrémé de la fromagerie de Saunière contrient 1,5% de matière grasse",,,,0.125,,"Yaourt nature demi écrémé 1,5% MG Bio - Au Pas De Courses","Yaourt nature demi écrémé 1,5% MG Bio - La Récolte - Le pot de 125g - Le yaourt nature demi écrémé de la fromagerie de Saunière contrient 1,5% de matière grasse",,,
Activé,LRE-CRE-019,,Yaourt de chèvre Bio,0,0,pièce,1.60 €,Le pot de 125g,0.125,1,1.60 €,1.6 €/pièce,5,0.20,1.21 €,LRE17-yaourtchevre125.jpg,LRE17-yaourtchevre125.jpg,LRE17-yaourtchevre125.jpg,Yaourt de chèvre Bio,Yaourt de chèvre Bio,Yaourt de chèvre Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,,,,,AB,,,,,0.125,,Yaourt de chèvre Bio - Au Pas De Courses,Yaourt de chèvre Bio - La Récolte - Le pot de 125g - ,,,
Activé,LRE-CRE-020,,Yaourt de brebis Bio,0,0,pièce,1.60 €,Le pot de 125g,0.125,1,1.60 €,1.6 €/pièce,5,0.20,1.21 €,LRE17-yourtbrebis.jpg,LRE17-yourtbrebis.jpg,LRE17-yourtbrebis.jpg,Yaourt de brebis Bio,Yaourt de brebis Bio,Yaourt de brebis Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,"Le yaourt de brebis bio de la fromagerie de Saunière contient 5,5% de matière grasse.",,,,0.125,,Yaourt de brebis Bio - Au Pas De Courses,"Yaourt de brebis Bio - La Récolte - Le pot de 125g - Le yaourt de brebis bio de la fromagerie de Saunière contient 5,5% de matière grasse.",,,
0,LRE-CRE-021,,Faisselle de chèvre Bio,0,0,pièce,3.95 €,,,1,3.95 €,3.95 €/pièce,5,0.20,3.00 €,,,,Faisselle de chèvre Bio,Faisselle de chèvre Bio,Faisselle de chèvre Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,,,,,AB,,,,,0.000,,Faisselle de chèvre Bio - Au Pas De Courses,Faisselle de chèvre Bio - La Récolte -  - ,,,
Activé,LRE-CRE-022,,Probiotick Citron Bio - le pot de 400g,0,0,pièce,3.50 €,Le pot de 400g,0.400,1,3.50 €,3.5 €/pièce,5,0.20,2.65 €,LRE17-probioticcitron.jpg,LRE17-probioticcitron.jpg,LRE17-probioticcitron.jpg,Probiotick Citron Bio - le pot de 400g,Probiotick Citron Bio - le pot de 400g,Probiotick Citron Bio - le pot de 400g,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,"Les Probiotick de la Ferme Durr sont une spécialité laitière brevetée, onctueux laitage composé d'un assemblage de produits lactés fermentés grâce à des bactéries de la famille des probiotiques. Avec une consistance type ""Petit Suisse"", il se consomme comme les fromages frais ou les yaourts, en contribuant, par des prises régulières, à un apport massif de bactéries vivantes essentielles dans notre système digestif.",,,,0.400,,Probiotick Citron Bio - le pot de 400g - Au Pas De Courses,"Probiotick Citron Bio - le pot de 400g - La Récolte - Le pot de 400g - Les Probiotick de la Ferme Durr sont une spécialité laitière brevetée, onctueux laitage c",,,
Activé,LRE-CRE-023,,Probiotick Nature Bio - le pot de 400g,0,0,pièce,3.40 €,Le pot de 400g,0.400,1,3.40 €,3.4 €/pièce,5,0.20,2.58 €,LRE17-probioticknature.jpg,LRE17-probioticknature.jpg,LRE17-probioticknature.jpg,Probiotick Nature Bio - le pot de 400g,Probiotick Nature Bio - le pot de 400g,Probiotick Nature Bio - le pot de 400g,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,"Les Probiotick de la Ferme Durr sont une spécialité laitière brevetée, onctueux laitage composé d'un assemblage de produits lactés fermentés grâce à des bactéries de la famille des probiotiques. Avec une consistance type ""Petit Suisse"", il se consomme comme les fromages frais ou les yaourts, en contribuant, par des prises régulières, à un apport massif de bactéries vivantes essentielles dans notre système digestif.",,,,0.400,,Probiotick Nature Bio - le pot de 400g - Au Pas De Courses,"Probiotick Nature Bio - le pot de 400g - La Récolte - Le pot de 400g - Les Probiotick de la Ferme Durr sont une spécialité laitière brevetée, onctueux laitage c",,,
0,LRE-CRE-024,,Yaourt de vache Bio,0,0,pièce,0.90 €,Le pot de 125g,0.125,1,0.90 €,0.9 €/pièce,5,0.20,0.68 €,,,,Yaourt de vache Bio,Yaourt de vache Bio,Yaourt de vache Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.125,,Yaourt de vache Bio - Au Pas De Courses,Yaourt de vache Bio - La Récolte - Le pot de 125g - ,,,
Activé,LRE-CRE-025,,Yaourt aux pommes Bio,0,0,pièce,1.00 €,Le pot de 125g,0.125,1,1.00 €,1 €/pièce,5,0.20,0.76 €,LRE17-yaourtpommebio.jpg,LRE17-yaourtpommebio.jpg,LRE17-yaourtpommebio.jpg,Yaourt aux pommes Bio,Yaourt aux pommes Bio,Yaourt aux pommes Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,Direct Producteur,AB,,,,,0.125,,Yaourt aux pommes Bio - Au Pas De Courses,Yaourt aux pommes Bio - La Récolte - Le pot de 125g - ,,,
